uid,reported_date,victim_last,victim_first,victim_race,victim_age,victim_sex,city,state,lat,lon,disposition,ZIP
NY-000399,20170329,Unknown,Unknown,Black,23,Male,New York,NY,40.68184032,-73.76588354,Open/No arrest,11434
NY-000180,20160718,Unknown,Unknown,Black,33,Male,New York,NY,40.67278984,-73.77365162,Open/No arrest,11434
NY-000286,20161029,Unknown,Unknown,Black,44,Female,New York,NY,40.6784693,-73.7824473,Closed by arrest,11434
NY-000423,20170501,Unknown,Unknown,Hispanic,45,Male,New York,NY,40.65866979,-73.7677093,Open/No arrest,11434
NY-000167,20160704,Unknown,Unknown,Black,50,Male,New York,NY,40.68280766,-73.76781631,Open/No arrest,11434
NY-000587,20171104,Unknown,Unknown,Black,38,Male,New York,NY,40.66110556,-73.76691507,Open/No arrest,11434
NY-000349,20170122,Unknown,Unknown,Hispanic,6,Male,New York,NY,40.689828,-73.80109248,Closed by arrest,11435
NY-000157,20160626,Unknown,Unknown,White,65,Male,New York,NY,40.7091865,-73.81915607,Closed by arrest,11435
NY-000236,20160903,Unknown,Unknown,Hispanic,20,Male,New York,NY,40.70284629,-73.8124289,Closed by arrest,11435
NY-000593,20171113,Unknown,Unknown,Black,39,Male,New York,NY,40.68224303,-73.79419614,Closed by arrest,11436
NY-000442,20170527,Unknown,Unknown,Black,28,Male,New York,NY,40.6760436,-73.80102544,Closed by arrest,11436
NY-000536,20170917,Unknown,Unknown,Hispanic,34,Female,New York,NY,40.66784825,-73.79203447,Closed by arrest,11436
NY-000379,20170226,Unknown,Unknown,Black,51,Male,New York,NY,40.59621398,-73.7647002,Closed by arrest,11691
NY-000493,20170714,Unknown,Unknown,Black,28,Male,New York,NY,40.6100355,-73.75358735,Closed by arrest,11691
NY-000120,20160526,Unknown,Unknown,Hispanic,57,Male,New York,NY,40.60516342,-73.7548478,Closed by arrest,11691
NY-000417,20170422,Unknown,Unknown,Black,37,Male,New York,NY,40.59814806,-73.76689718,Open/No arrest,11691
NY-000021,20160127,Unknown,Unknown,Black,36,Female,New York,NY,40.59621398,-73.7647002,Closed by arrest,11691
NY-000459,20170618,Unknown,Unknown,Black,47,Male,New York,NY,40.58996484,-73.80957751,Closed by arrest,11693
